labcode;country;region;longitude;latitude;site;sample;material;species;d13C;r_date;r_date_sigma;qual;F14C;F14C_sigma;environment;context;period;dynasty;reign
OxA-21286;Turkey;NA;36.4667;33.6;Kilise Tepe;01 (I19/612);charcoal;Pinus brutia/halepensis;-23.486;3182;30;NA;0.67291;0.00253;NA;NA;NA;NA;NA
OxA-21287;Turkey;NA;36.4667;33.6;Kilise Tepe;04 (J19/678);charcoal;Pinus brutia/halepensis;-23.841;3081;28;NA;0.68144;0.00241;NA;NA;NA;NA;NA
OxA-21288;Turkey;NA;36.4667;33.6;Kilise Tepe;06 (K19/552);charcoal;Pinus brutia/halepensis;-22.315;3140;29;NA;0.67647;0.00242;NA;NA;NA;NA;NA
OxA-21289;Turkey;NA;36.4667;33.6;Kilise Tepe;08 (J20/322);charcoal;Pinus brutia/halepensis;-23.605;3095;27;NA;0.68029;0.00227;NA;NA;NA;NA;NA
OxA-21290;Turkey;NA;36.4667;33.6;Kilise Tepe;09 (K19/545);charcoal;Pinus brutia/halepensis;-22.202;3368;27;NA;0.65754;0.00222;NA;NA;NA;NA;NA
OxA-21291;Turkey;NA;36.4667;33.6;Kilise Tepe;10 (K19/551);charcoal;Pinus brutia/halepensis;-22.077;3034;26;NA;0.68541;0.0022;NA;NA;NA;NA;NA
OxA-21292;Turkey;NA;36.4667;33.6;Kilise Tepe;11 (K20/254);charcoal;Pinus nigra/sylvestris;-23.204;3061;28;NA;0.68317;0.0024;NA;NA;NA;NA;NA
OxA-21293;Turkey;NA;36.4667;33.6;Kilise Tepe;12 (K20/255);charcoal;Tamarix sp.;-23.824;3084;28;NA;0.68118;0.00238;NA;NA;NA;NA;NA
OxA-21294;Turkey;NA;36.4667;33.6;Kilise Tepe;13(K20/253);charcoal;Pinus brutia/halepensis;-23.123;3027;28;NA;0.68601;0.00242;NA;NA;NA;NA;NA
OxA-21295;Turkey;NA;36.4667;33.6;Kilise Tepe;14 (J20/321);charcoal;Pinus brutia/halepensis;-23.254;3019;29;NA;0.68669;0.00244;NA;NA;NA;NA;NA
OxA-21296;Turkey;NA;36.4667;33.6;Kilise Tepe;15 (J20/300);charcoal;Pinus brutia/halepensis;-22.496;3022;29;NA;0.68647;0.00244;NA;NA;NA;NA;NA
OxA-21297;Turkey;NA;36.4667;33.6;Kilise Tepe;16 (J20/306);charcoal;Pinus brutia/halepensis;-22.201;3045;29;NA;0.68452;0.00243;NA;NA;NA;NA;NA
OxA-21298;Turkey;NA;36.4667;33.6;Kilise Tepe;17 (J19/675);charcoal;Pinus brutia/halepensis;-25.3;3059;29;NA;0.68327;0.00247;NA;NA;NA;NA;NA
OxA-21299;Turkey;NA;36.4667;33.6;Kilise Tepe;17 (J19/675);charcoal;Pinus brutia/halepensis;-24.227;3054;29;NA;0.68373;0.00243;NA;NA;NA;NA;NA
OxA-21300;Turkey;NA;36.4667;33.6;Kilise Tepe;20 (I18/230a);charcoal;Pinus brutia/halepensis;-23.754;2599;28;NA;0.72354;0.00252;NA;NA;NA;NA;NA
OxA-21301;Turkey;NA;36.4667;33.6;Kilise Tepe;21 (I18/207);charcoal;Pinus brutia/halepensis;-22.173;2602;29;NA;0.72334;0.00259;NA;NA;NA;NA;NA
OxA-21302;Turkey;NA;36.4667;33.6;Kilise Tepe;22 (I18/286);charcoal;Pinus brutia/halepensis;-23.701;2573;28;NA;0.72594;0.00257;NA;NA;NA;NA;NA
OxA-21303;Turkey;NA;36.4667;33.6;Kilise Tepe;23 ((K14/659);charcoal;Pinus brutia/halepensis;-22.852;2880;29;NA;0.69871;0.00254;NA;NA;NA;NA;NA
OxA-21304;Turkey;NA;36.4667;33.6;Kilise Tepe;27 (K14/522);charcoal;Pinus brutia/halepensis;-23.486;2927;30;NA;0.69462;0.00256;NA;NA;NA;NA;NA
OxA-21305;Turkey;NA;36.4667;33.6;Kilise Tepe;28 (K14/406);charcoal;Pinus brutia/halepensis;-22.978;2937;30;NA;0.69379;0.00262;NA;NA;NA;NA;NA
OxA-21306;Turkey;NA;36.4667;33.6;Kilise Tepe;29 (K14/279);charcoal;Pinus brutia/halepensis;-23.181;2659;29;NA;0.7182;0.00258;NA;NA;NA;NA;NA
OxA-21307;Turkey;NA;36.4667;33.6;Kilise Tepe;30 (K14/397);charcoal;Pinus brutia/halepensis;-24.487;2876;29;NA;0.6991;0.00256;NA;NA;NA;NA;NA
OxA-21320;Turkey;NA;36.4667;33.6;Kilise Tepe;31 (K14/499);charcoal;Olea europea;-23.295;2807;28;NA;0.70506;0.0025;NA;NA;NA;NA;NA
OxA-21321;Turkey;NA;36.4667;33.6;Kilise Tepe;32 (K14/515);charcoal;"Olea europea; Pinus bruti";-25.974;2692;28;NA;0.71524;0.00252;NA;NA;NA;NA;NA
OxA-21322;Turkey;NA;36.4667;33.6;Kilise Tepe;33 (K14/490);charcoal;Pinus brutia/halepensis;-23.465;2721;29;NA;0.71266;0.00261;NA;NA;NA;NA;NA
OxA-21323;Turkey;NA;36.4667;33.6;Kilise Tepe;34(K14/480);charcoal;"Quercus evergreen; Olea e";-25.435;2550;29;NA;0.728;0.00259;NA;NA;NA;NA;NA
OxA-21324;Turkey;NA;36.4667;33.6;Kilise Tepe;36 (K14/661);charcoal;Pinus brutia/halepensis;-22.348;2652;29;NA;0.71886;0.00261;NA;NA;NA;NA;NA
OxA-21325;Turkey;NA;36.4667;33.6;Kilise Tepe;37 (M18/69);charcoal;Pinus brutia/halepensis;-23.155;1674;26;NA;0.81192;0.00264;NA;NA;NA;NA;NA
OxA-21326;Turkey;NA;36.4667;33.6;Kilise Tepe;38 (M18/122);charcoal;Pinus brutia/halepensis;-22.872;1586;27;NA;0.82085;0.00278;NA;NA;NA;NA;NA
OxA-21327;Turkey;NA;36.4667;33.6;Kilise Tepe;39 (M18/121);charcoal;Pinus brutia/halepensis;-23.125;1710;26;NA;0.80831;0.00262;NA;NA;NA;NA;NA
OxA-21328;Turkey;NA;36.4667;33.6;Kilise Tepe;40 (M18/297);charcoal;Pinus brutia/halepensis;-21.62;1759;27;NA;0.8033;0.00267;NA;NA;NA;NA;NA
OxA-21329;Turkey;NA;36.4667;33.6;Kilise Tepe;41 (M18/298);charcoal;Pinus brutia/halepensis;-25.284;1626;27;NA;0.81677;0.00277;NA;NA;NA;NA;NA
OxA-21330;Turkey;NA;36.4667;33.6;Kilise Tepe;42 (M18/299);charcoal;Olea europea;-25.099;1585;27;NA;0.82092;0.0028;NA;NA;NA;NA;NA
OxA-21331;Turkey;NA;36.4667;33.6;Kilise Tepe;43 (M18/305);other;Corylus avellana (charred;-24.75;1574;27;NA;0.82202;0.00281;NA;NA;NA;NA;NA
OxA-21332;Turkey;NA;36.4667;33.6;Kilise Tepe;44 (M18/180);charcoal;Pinus brutia/halepensis;-25.916;1127;27;NA;0.86915;0.00297;NA;NA;NA;NA;NA
OxA-21333;Turkey;NA;36.4667;33.6;Kilise Tepe;45 (M18/204);charcoal;Pinus brutia/halepensis;-22.934;2508;29;NA;0.73184;0.00267;NA;NA;NA;NA;NA
OxA-21334;Turkey;NA;36.4667;33.6;Kilise Tepe;46 (L19/112);charcoal;Pinus brutia/halepensis;-24.696;1585;27;NA;0.82095;0.00278;NA;NA;NA;NA;NA
OxA-21335;Turkey;NA;36.4667;33.6;Kilise Tepe;47 (L18/96);charcoal;Pinus brutia/halepensis;-23.542;1528;28;NA;0.82677;0.00285;NA;NA;NA;NA;NA
OxA-21336;Turkey;NA;36.4667;33.6;Kilise Tepe;48 (K15/77);charcoal;Olea europea;-23.209;1696;29;NA;0.80969;0.00289;NA;NA;NA;NA;NA
OxA-21337;Turkey;NA;36.4667;33.6;Kilise Tepe;49 (J15/34);charcoal;Pinus brutia/halepensis;-23.015;1608;28;NA;0.81857;0.00288;NA;NA;NA;NA;NA
OxA-21360;Turkey;NA;36.4667;33.6;Kilise Tepe;05 ((J19/676);charcoal;Pinus brutia/halepensis;-24.129;3107;30;NA;0.67921;0.00252;NA;NA;NA;NA;NA
OxA-21361;Turkey;NA;36.4667;33.6;Kilise Tepe;07 (J19/677);charcoal;Pinus brutia/halepensis;-23.873;3126;31;NA;0.67761;0.00265;NA;NA;NA;NA;NA
OxA-21422;Turkey;NA;36.4667;33.6;Kilise Tepe;26 (K14/567);charcoal;Pinus brutia/halepensis;-22.573;2951;30;NA;0.6926;0.00255;NA;NA;NA;NA;NA
OxA-21423;Turkey;NA;36.4667;33.6;Kilise Tepe;26 (K14/567);charcoal;Pinus brutia/halepensis;-22.927;2926;29;NA;0.69475;0.00252;NA;NA;NA;NA;NA
OxA-21455;Turkey;NA;36.4667;33.6;Kilise Tepe;36 (K14/661);charcoal;Pinus brutia/halepensis;-22.2805;2701;32;NA;0.7145;0.0028;NA;NA;NA;NA;NA
OxA-23174;Turkey;NA;36.4667;33.6;Kilise Tepe;KT 53;charcoal;Pinus brutia/halepensis;-22.371;2978;29;NA;0.69026;0.00248;NA;NA;NA;NA;NA
OxA-24074;Turkey;NA;36.4667;33.6;Kilise Tepe;KT 58 (J19/755);charred seeds;Hordeum vulgare;-24.036;2988;27;NA;0.68936;0.0023;NA;NA;NA;NA;NA
OxA-24075;Turkey;NA;36.4667;33.6;Kilise Tepe;KT 59 (K14/806);charcoal;Rosa sp.;-27.004;3089;28;NA;0.68076;0.00234;NA;NA;NA;NA;NA
OxA-24159;Turkey;NA;36.4667;33.6;Kilise Tepe;KT 54 (I19/661);charred seeds;Olea europaea;-21.642;3151;26;NA;0.67549;0.00215;NA;NA;NA;NA;NA
OxA-24160;Turkey;NA;36.4667;33.6;Kilise Tepe;KT 56 (J19/713);plant remains;Ficus carica;-24.342;3060;27;NA;0.68322;0.00233;NA;NA;NA;NA;NA
OxA-24161;Turkey;NA;36.4667;33.6;Kilise Tepe;KT 56 (J19/713);plant remains;Ficus carica;-24.416;3092;27;NA;0.68049;0.00233;NA;NA;NA;NA;NA
OxA-24505;Turkey;NA;36.4667;33.6;Kilise Tepe;KT 55 (I19/627);bone;Bos;-18.817;3069;29;NA;0.68246;0.00249;NA;NA;NA;NA;NA
OxA-24506;Turkey;NA;36.4667;33.6;Kilise Tepe;KT 57 (K20/291);bone;Ovis;-19.104;2985;29;NA;0.68965;0.00247;NA;NA;NA;NA;NA
OxA-24507;Turkey;NA;36.4667;33.6;Kilise Tepe;KT 65 (K15/161);bone;Human;-18.364;998;26;NA;0.88319;0.00283;NA;NA;NA;NA;NA
OxA-25305;Turkey;NA;36.4667;33.6;Kilise Tepe;KT 61 (K14/1002);charred seeds;Hordeum vulgare;-22.713;2513;29;NA;0.73138;0.00266;NA;NA;NA;NA;NA
OxA-25586;Turkey;NA;36.4667;33.6;Kilise Tepe;KT 60 (K14/880);charred seeds;Triticum monococcum;-23.755;2959;29;NA;0.69191;0.00252;NA;NA;NA;NA;NA
OxA-31991;China;NA;114.727;29.9594;Hongfengshuiku;HFC1;charcoal;Platycarya;-23.7346;199;24;NA;0.97551;0.00293;NA;NA;NA;NA;NA
OxA-31992;China;NA;114.727;29.9594;Hongfengshuiku;HFC2;charcoal;Chaenomeles;-26.8795;213;25;NA;0.97386;0.00302;NA;NA;NA;NA;NA
OxA-31993;China;NA;114.727;29.9594;Hongfengshuiku;HFC3;charcoal;Platycarya?;-23.7831;212;25;NA;0.97395;0.00306;NA;NA;NA;NA;NA
OxA-31994;China;NA;114.727;29.9594;Hongfengshuiku;HF2005;charcoal;Magnolia;-26.1026;190;25;NA;0.97661;0.00302;NA;NA;NA;NA;NA
OxA-31995;China;NA;115.427;30.0744;Lidegui;LD001;charcoal;Chaenomeles;-27.7003;203;25;NA;0.97508;0.00303;NA;NA;NA;NA;NA
OxA-31996;China;NA;114.741;29.9933;Yanwopu;YW13;charcoal;Quercus;-25.2992;239;25;NA;0.97067;0.003;NA;NA;NA;NA;NA
OxA-31997;China;NA;114.741;29.9933;Yanwopu;YW13b;charcoal;Rhammus;-25.8485;213;24;NA;0.97388;0.0029;NA;NA;NA;NA;NA
OxA-27422;Romania;NA;26.2831;44.4167;Cernica;3;bone;Homo sapiens;-19.93;6149;35;NA;0.46511;0.00204;NA;NA;NA;NA;NA
OxA-27423;Romania;NA;26.2831;44.4167;Cernica;26;bone;Homo sapiens;-19.713;6266;34;NA;0.45839;0.00192;NA;NA;NA;NA;NA
OxA-27424;Romania;NA;26.2831;44.4167;Cernica;5;bone;Homo sapiens;-19.925;6232;33;NA;0.46035;0.00188;NA;NA;NA;NA;NA
OxA-27425;Romania;NA;26.2831;44.4167;Cernica;6;bone;Homo sapiens;-20.4075;6092;35;NA;0.46843;0.00201;NA;NA;NA;NA;NA
OxA-27426;Romania;NA;26.2831;44.4167;Cernica;13;bone;Homo sapiens;-20.227;6157;33;NA;0.46463;0.00193;NA;NA;NA;NA;NA
OxA-27427;Romania;NA;26.2831;44.4167;Cernica;18;bone;Homo sapiens;-20.119;6121;35;NA;0.46677;0.00204;NA;NA;NA;NA;NA
OxA-27428;Romania;NA;26.2831;44.4167;Cernica;19;bone;Homo sapiens;-20.62;6181;35;NA;0.46326;0.00202;NA;NA;NA;NA;NA
OxA-27429;Romania;NA;26.2831;44.4167;Cernica;20;bone;Homo sapiens;-20.826;6370;40;NA;0.45243;0.00236;NA;NA;NA;NA;NA
OxA-27430;Romania;NA;26.2831;44.4167;Cernica;21;bone;Homo sapiens;-20.431;6122;33;NA;0.4667;0.00192;NA;NA;NA;NA;NA
OxA-27431;Romania;NA;26.2831;44.4167;Cernica;23;bone;Homo sapiens;-20.197;6110;35;NA;0.46735;0.00202;NA;NA;NA;NA;NA
OxA-27432;Romania;NA;26.2831;44.4167;Cernica;24;bone;Homo sapiens;-20.486;6284;34;NA;0.45737;0.00193;NA;NA;NA;NA;NA
OxA-27433;Romania;NA;26.2831;44.4167;Cernica;30;bone;Ovis/Capra;-18.699;6176;34;NA;0.46357;0.00198;NA;NA;NA;NA;NA
OxA-27434;Romania;NA;26.2831;44.4167;Cernica;34;bone;Bos taurus;-20.836;6099;34;NA;0.468;0.00201;NA;NA;NA;NA;NA
OxA-27559;Romania;NA;26.2831;44.4167;Cernica;11;bone;Homo sapiens;-20.177;6165;34;NA;0.46421;0.00197;NA;NA;NA;NA;NA
OxA-27560;Romania;NA;26.2831;44.4167;Cernica;15;bone;Homo sapiens;-20.322;6145;45;NA;0.46547;0.00275;NA;NA;NA;NA;NA
OxA-27561;Romania;NA;26.2831;44.4167;Cernica;12;bone;Homo sapiens;-20.9725;6195;37;NA;0.46248;0.00214;NA;NA;NA;NA;NA
OxA-27562;Romania;NA;26.2831;44.4167;Cernica;21;bone;Homo sapiens;-20.5095;5983;36;NA;0.47483;0.00214;NA;NA;NA;NA;NA
OxA-27563;Romania;NA;26.2831;44.4167;Cernica;29;bone;Homo sapiens;-20.12;6081;37;NA;0.46907;0.00214;NA;NA;NA;NA;NA
OxA-27564;Romania;NA;26.2831;44.4167;Cernica;30;bone;Ovis/Capra;-18.589;6216;35;NA;0.46123;0.00203;NA;NA;NA;NA;NA
OxA-27565;Romania;NA;26.2831;44.4167;Cernica;31;bone;Bos taurus/primigenius;-19.2915;6045;40;NA;0.47122;0.00236;NA;NA;NA;NA;NA
OxA-27583;Romania;NA;26.2831;44.4167;Cernica;11;bone;Homo sapiens;-20.171;6160;45;NA;0.46435;0.00255;NA;NA;NA;NA;NA
OxA-27584;Romania;NA;26.2831;44.4167;Cernica;15;bone;Homo sapiens;-20.237;6200;37;NA;0.46217;0.00214;NA;NA;NA;NA;NA
OxA-27585;Romania;NA;26.2831;44.4167;Cernica;21;bone;Homo sapiens;-20.444;5985;45;NA;0.47482;0.00274;NA;NA;NA;NA;NA
OxA-27586;Romania;NA;26.2831;44.4167;Cernica;29;bone;Homo sapiens;-20.269;6143;35;NA;0.46547;0.00202;NA;NA;NA;NA;NA
OxA-27587;Romania;NA;26.2831;44.4167;Cernica;31;bone;Bos taurus/primigenius;-19.86;6025;50;NA;0.47232;0.00301;NA;NA;NA;NA;NA
OxA-27620;Romania;NA;26.2831;44.4167;Cernica;22;bone;Homo sapiens;-20.194;6175;35;NA;0.46362;0.00202;NA;NA;NA;NA;NA
OxA-27630;Romania;NA;26.2831;44.4167;Cernica;27;bone;Homo sapiens;-18.677;6117;34;NA;0.46694;0.002;NA;NA;NA;NA;NA
OxA-27659;Romania;NA;26.2831;44.4167;Cernica;2;bone;Homo sapiens;-19.801;6256;34;NA;0.45898;0.00196;NA;NA;NA;NA;NA
OxA-28281;Romania;NA;26.2831;44.4167;Cernica;9;bone;Homo sapiens;-20.8067;6206;31;NA;0.46182;0.00176;NA;NA;NA;NA;NA
OxA-28282;Romania;NA;26.2831;44.4167;Cernica;10;bone;Homo sapiens;-19.9405;6172;32;NA;0.46381;0.00183;NA;NA;NA;NA;NA
OxA-X-2504-16;Romania;NA;26.2831;44.4167;Cernica;14;bone;Homo sapiens;-20.354;6164;36;NA;0.46424;0.00206;NA;NA;NA;NA;NA
OxA-X-2511-19;Romania;NA;26.2831;44.4167;Cernica;32;bone;Cervus;-19.61;6096;34;NA;0.46819;0.002;NA;NA;NA;NA;NA
OxA-30550;Peru;NA;-78.4152;-9.25432;Samanco;Cr32;plant remains;Zea mays;-10.3383;2255;29;NA;0.75522;0.00275;NA;NA;NA;NA;NA
OxA-30630;Peru;NA;-78.4152;-9.25432;Samanco;Cr42;charcoal;Prosopis alba;-26.3622;2141;29;NA;0.76603;0.00275;NA;NA;NA;NA;NA
OxA-30631;Peru;NA;-78.4152;-9.25432;Samanco;Cr45;charcoal;Prosopis alba;-25.8914;6533;39;NA;0.44342;0.00213;NA;NA;NA;NA;NA
OxA-30632;Peru;NA;-78.4152;-9.25432;Samanco;X59;charcoal;Prosopis alba;-26.16;2238;29;NA;0.75681;0.00276;NA;NA;NA;NA;NA
OxA-30633;Peru;NA;-78.4152;-9.25432;Samanco;X50;plant remains;Zea mays;-9.25583;2139;29;NA;0.76625;0.00276;NA;NA;NA;NA;NA
OxA-30634;Peru;NA;-78.4152;-9.25432;Samanco;X52;charcoal;Prosopis alba;-9.39621;2270;28;NA;0.75386;0.00266;NA;NA;NA;NA;NA
OxA-30635;Peru;NA;-78.4152;-9.25432;Samanco;Cr22;charcoal;Prosopis alba;-26.0279;2204;29;NA;0.76004;0.00277;NA;NA;NA;NA;NA
OxA-30636;Peru;NA;-78.4152;-9.25432;Samanco;Cr39;plant remains;Zea mays;-9.72708;2166;29;NA;0.76365;0.00273;NA;NA;NA;NA;NA
OxA-30637;Peru;NA;-78.4152;-9.25432;Samanco;Tomb X75;charcoal;Prosopis alba;-26.7821;2240;29;NA;0.75663;0.00274;NA;NA;NA;NA;NA
OxA-29936;UK;NA;0;0;Oronsay;OC17050;bone;Terrestrial animal;-20.9651;5117;29;NA;0.52885;0.00191;NA;NA;NA;NA;NA
OxA-29937;UK;NA;0;0;Oronsay;OCC10494;bone;red deer;-21.2773;5122;30;NA;0.52853;0.00197;NA;NA;NA;NA;NA
OxA-29938;UK;NA;0;0;Oronsay;OCC8267;bone;human;-12.7605;5379;29;NA;0.51193;0.00186;NA;NA;NA;NA;NA
OxA-29939;UK;NA;0;0;Oronsay;OCC8257;bone;human;-13.1607;5391;30;NA;0.51112;0.00192;NA;NA;NA;NA;NA
OxA-31209;Puerto Rico;NA;0;0;Cueva Diamante;159;charcoal;In progress;-28.1532;454;23;NA;0.94504;0.00275;NA;NA;NA;NA;NA
OxA-31536;Puerto Rico;NA;0;0;Cueva Diamante;161;charcoal;In progress;-26.8634;682;26;NA;0.91859;0.00302;NA;NA;NA;NA;NA
OxA-21083;Italy;NA;15.9061;41.6408;Scaloria;39;bone;human;-19.011;6348;31;NA;0.45375;0.00177;NA;NA;NA;NA;NA
OxA-21084;Italy;NA;15.9061;41.6408;Scaloria;41;bone;human;-18.831;6347;32;NA;0.45378;0.00179;NA;NA;NA;NA;NA
OxA-21200;Italy;NA;15.9061;41.6408;Scaloria;5;bone;human;-19.203;6303;33;NA;0.45631;0.00187;NA;NA;NA;NA;NA
OxA-21201;Italy;NA;15.9061;41.6408;Scaloria;8;bone;human;-19.086;6347;33;NA;0.45377;0.00188;NA;NA;NA;NA;NA
OxA-21202;Italy;NA;15.9061;41.6408;Scaloria;8;bone;human;-19.363;6384;33;NA;0.45168;0.00183;NA;NA;NA;NA;NA
OxA-21203;Italy;NA;15.9061;41.6408;Scaloria;11;bone;human;-18.711;6339;33;NA;0.45423;0.00185;NA;NA;NA;NA;NA
OxA-21204;Italy;NA;15.9061;41.6408;Scaloria;14;bone;human;-19.029;6411;32;NA;0.45018;0.00178;NA;NA;NA;NA;NA
OxA-21205;Italy;NA;15.9061;41.6408;Scaloria;16;bone;human;-19.087;6381;33;NA;0.45185;0.00184;NA;NA;NA;NA;NA
OxA-21206;Italy;NA;15.9061;41.6408;Scaloria;18;bone;human;-19.014;6384;32;NA;0.4517;0.00177;NA;NA;NA;NA;NA
OxA-21207;Italy;NA;15.9061;41.6408;Scaloria;19;bone;human;-18.662;6324;32;NA;0.45507;0.00182;NA;NA;NA;NA;NA
OxA-21208;Italy;NA;15.9061;41.6408;Scaloria;24;bone;human;-19.345;6329;31;NA;0.45479;0.00177;NA;NA;NA;NA;NA
OxA-21209;Italy;NA;15.9061;41.6408;Scaloria;25;bone;human;-18.832;6368;31;NA;0.4526;0.00177;NA;NA;NA;NA;NA
OxA-21210;Italy;NA;15.9061;41.6408;Scaloria;28;bone;human;-18.816;6448;31;NA;0.44813;0.00174;NA;NA;NA;NA;NA
OxA-21211;Italy;NA;15.9061;41.6408;Scaloria;31;bone;human;-18.995;6371;33;NA;0.45244;0.00184;NA;NA;NA;NA;NA
OxA-X-2336-13;Italy;NA;15.9061;41.6408;Scaloria;17;bone;human;-19.013;6398;34;NA;0.45095;0.00191;NA;NA;NA;NA;NA
OxA-27496;India;NA;85.8175;20.4206;Golbai Sasan;GBSN2011 J17;charred seeds;Oryza sp.;-24.99;2963;28;NA;0.69154;0.0024;NA;NA;NA;NA;NA
OxA-27533;India;NA;85.8175;20.4206;Golbai Sasan;GBSN2011 D1;charred seeds;Oryza sp.;-24.373;2946;32;NA;0.69297;0.00273;NA;NA;NA;NA;NA
OxA-27534;India;NA;85.8175;20.4206;Golbai Sasan;GBSN2011 I5;charred seeds;Vigna sp.;-26.75;3005;45;NA;0.68809;0.00402;NA;NA;NA;NA;NA
OxA-29898;India;NA;85.8175;20.4206;Golbai Sasan;GBSN 2011;charred seeds;Oryza sp.;-25.3269;2943;26;NA;0.69321;0.00227;NA;NA;NA;NA;NA
OxA-29899;India;NA;85.8175;20.4206;Golbai Sasan;GBSN 2011;charred seeds;Oryza sp.;-24.052;2946;25;NA;0.69298;0.00218;NA;NA;NA;NA;NA
OxA-29900;India;NA;85.8175;20.4206;Golbai Sasan;GBSN 2011;charred seeds;Oryza sp.;-24.8836;3164;26;NA;0.67441;0.00217;NA;NA;NA;NA;NA
OxA-29901;India;NA;85.8175;20.4206;Golbai Sasan;GBSN 2011;charred seeds;Oryza sp.;-24.5754;2943;26;NA;0.69324;0.00223;NA;NA;NA;NA;NA
OxA-30014;India;NA;85.8175;20.4206;Golbai Sasan;GBSN 2011;charred seeds;Oryza sp.;-25.7;2834;29;NA;0.70275;0.00258;NA;NA;NA;NA;NA
OxA-31012;India;NA;85.8175;20.4206;Golbai Sasan;GBSN 2011;charred seeds;Oryza sp.;-24.8;2962;26;NA;0.69165;0.00224;NA;NA;NA;NA;NA
OxA-27535;India;NA;82.2792;24.9006;Tokwa;TKWH8 A415;charred seeds;Oryza sp.;-30.155;3230;32;NA;0.66895;0.00262;NA;NA;NA;NA;NA
OxA-27536;India;NA;82.2792;24.9006;Tokwa;TKWH8 E19;charred seeds;Vigna sp.;-28.408;2870;30;NA;0.69957;0.00258;NA;NA;NA;NA;NA
OxA-X-2506-8;India;NA;82.2792;24.9006;Tokwa;TKWH8 C115;charred seeds;Oryza sp.;-27.149;3060;65;NA;0.68341;0.00558;NA;NA;NA;NA;NA
OxA-29631;Ethiopia;NA;37.6117;6.51389;Mota Cave;GB20;bone;human;-14.4983;3997;29;NA;0.60797;0.00218;NA;NA;NA;NA;NA
OxA-29886;Benin;NA;3.22754;11.9702;Birnin Lafiya;1;charcoal;Anogeissus leiocarpus;-26.4518;862;22;NA;0.89827;0.0025;NA;NA;NA;NA;NA
OxA-29887;Benin;NA;3.22754;11.9702;Birnin Lafiya;2;charcoal;Anogeissus leiocarpus;-26.7789;910;23;NA;0.89292;0.00255;NA;NA;NA;NA;NA
OxA-29888;Benin;NA;3.22754;11.9702;Birnin Lafiya;3;plant remains;charred botanical tissue;-25.6549;819;24;NA;0.90312;0.00265;NA;NA;NA;NA;NA
OxA-29889;Benin;NA;3.22754;11.9702;Birnin Lafiya;4;charcoal;Pterocarpus sp;-26.0147;887;23;NA;0.89547;0.00252;NA;NA;NA;NA;NA
OxA-29890;Benin;NA;3.22754;11.9702;Birnin Lafiya;5;charcoal;Sapotaceae vitellaria par;-24.4329;819;24;NA;0.90303;0.00268;NA;NA;NA;NA;NA
OxA-29891;Benin;NA;3.22754;11.9702;Birnin Lafiya;6;charcoal;Sapotaceae vitellaria par;-24.6634;843;23;NA;0.90042;0.00261;NA;NA;NA;NA;NA
OxA-29892;Benin;NA;3.22754;11.9702;Birnin Lafiya;7;charcoal;cf. Sapotaceae vitellaria;-24.2926;921;23;NA;0.89168;0.00255;NA;NA;NA;NA;NA
OxA-29893;Benin;NA;3.22754;11.9702;Birnin Lafiya;8;plant remains;Charred plant tissue;-24.4246;869;24;NA;0.89744;0.00272;NA;NA;NA;NA;NA
OxA-29894;Benin;NA;3.22754;11.9702;Birnin Lafiya;9;charcoal;Dalbergia melanoxylon;-25.5897;781;24;NA;0.90733;0.00276;NA;NA;NA;NA;NA
OxA-29895;Benin;NA;3.22754;11.9702;Birnin Lafiya;10;charcoal;Rubiaceae, Mitragyna iner;-26.4011;906;23;NA;0.89338;0.00259;NA;NA;NA;NA;NA
OxA-29896;Benin;NA;3.22754;11.9702;Birnin Lafiya;11;charcoal;Anogeissus leiocarpus;-25.7322;840;24;NA;0.90076;0.00272;NA;NA;NA;NA;NA
OxA-29897;Benin;NA;3.22754;11.9702;Birnin Lafiya;12;charcoal;Anogeissus leiocarpus;-25.0833;908;22;NA;0.89311;0.00245;NA;NA;NA;NA;NA
OxA-18549;Canada;NA;59.1833;59.5167;Arctic Red River;vanLoonBison_sampleB;bone;Bison sp.;-19.868;11830;45;NA;0.2293;0.00129;NA;NA;NA;NA;NA
OxA-11584;Canada;NA;0;0;Byrtos Site, Athabascae;8:BS433 P00.1.4;bone;bison;-19.046;10450;55;NA;0.2723;0.0019;NA;NA;NA;NA;NA
OxA-11592;Canada;NA;0;0;Byrtos Site, Athabascae;16:BS460 P00.1.11;bone;bison;-18.876;10425;50;NA;0.2731;0.0017;NA;NA;NA;NA;NA
OxA-10580;Canada;NA;0;0;Charlie Lake Cave;20043;bone;bison;-18.557;10230;55;NA;0.2798;0.002;NA;NA;NA;NA;NA
OxA-12084;Canada;NA;0;0;Charlie Lake Cave;BS342/CLC 2294;bone;bison;-19.145;10340;40;NA;0.276;0.0014;NA;NA;NA;NA;NA
OxA-12085;Canada;NA;0;0;Charlie Lake Cave;BS348/CLC 16422;bone;bison;-19.183;10505;45;NA;0.2705;0.0015;NA;NA;NA;NA;NA
OxA-11274;USA;NA;0;0;E.Pine Gravek Pit, Alaska;BS179/GKRH2;bone;bison;-18.605;11240;70;NA;0.2468;0.0021;NA;NA;NA;NA;NA
OxA-11272;Canada;NA;0;0;Williston Lake,Yukon Territory;BS202/H.aro.T;bone;bison;-20.012;10460;65;NA;0.272;0.0022;NA;NA;NA;NA;NA
